pointId Ascore actuallabel
0 1.575 1
1 0.196579 0
2 -0.0772512 0
3 0.38963 0
4 -0.0923896 0
5 0.18074 0
6 0.374961 0
7 0.384423 0
8 0.291979 0
9 0.943336 0
10 0.485657 0
11 -0.0606646 0
12 0.305805 0
13 0.473535 0
14 0.672875 0
15 -0.0323605 0
16 -0.264263 0
17 1.28123 0
18 0.066725 0
19 0.332837 0
20 0.200611 0
21 0.716009 0
22 -0.0846621 0
23 0.965824 0
24 0.0189817 0
25 -0.116024 0
26 -0.276609 0
27 0.336812 0
28 0.0627504 0
29 -0.089452 0
30 0.444101 0
31 0.0138774 0
32 0.204214 0
33 0.856644 0
34 0.537954 0
35 -0.286406 0
36 0.154468 0
37 -0.578816 0
38 0.172916 0
39 -0.306509 0
40 0.847429 0
41 -24.5636 0
42 -24.7541 0
43 0.45808 0
44 0.750569 0
45 0.482497 0
46 0.583561 0
47 -0.41144 0
48 1.24455 0
49 0.444825 0
50 0.836377 0
51 -0.128485 0
52 0.127529 0
53 -0.395932 0
54 1.69028 0
55 -0.0598559 0
56 -0.0642189 0
57 -0.32405 0
58 0.945247 0
59 -24.3863 0
60 1.20394 0
61 1.19366 0
62 0.376392 0
63 0.594786 0
64 0.00189091 0
65 0.800351 0
66 0.0914951 0
67 -0.296967 0
68 -0.332942 0
69 -0.159532 0
70 1.06455 0
71 -0.250023 0
72 -25.1381 0
73 0.505501 0
74 -0.193724 0
75 0.119858 0
76 1.04095 0
77 0.037768 0
78 1.18643 0
79 0.469485 0
80 0.0127973 0
81 -0.0247232 0
82 -0.0418981 0
83 -24.0606 0
84 0.384925 0
85 0.317786 0
86 0.918437 0
87 0.414248 0
88 0.721229 0
89 0.0477851 0
90 -0.0316976 0
91 0.619016 0
92 1.02202 0
93 -24.6643 0
94 6.48986 0
95 0.413482 0
96 0.931173 0
97 -0.428578 0
98 -24.8599 0
99 -0.0712719 0
100 0.14028 0
101 1.10074 0
102 -0.413065 0
103 -0.540438 0
104 0.697654 0
105 0.211641 0
106 0.634089 0
107 0.00158182 0
108 -0.158042 0
