pointId Ascore actuallabel
0 0.41914 1
1 0.306663 0
2 0.598127 0
3 0.408834 0
4 0.450236 0
5 0.264351 0
6 0.266963 0
7 0.364172 0
8 0.488414 0
9 0.386894 0
10 0.544645 0
11 0.365335 0
12 0.591363 0
13 0.348025 0
14 0.618174 0
15 0.323135 0
16 0.581983 0
17 0.386149 0
18 0.33016 0
19 0.516947 0
20 0.164182 0
21 0.41087 0
22 0.552926 0
23 0.356373 0
24 0.305589 0
25 0.683563 0
26 0.496653 0
27 0.369618 0
28 0.288966 0
29 0.420087 0
30 0.656651 0
31 0.514986 0
32 0.445958 0
33 0.346525 0
34 0.517991 0
35 0.33857 0
36 0.268845 0
37 0.58343 0
38 0.216773 0
39 0.447974 0
40 0.450314 0
41 0.701782 0
42 0.548977 0
43 0.398738 0
44 0.325434 0
45 0.382372 0
46 0.475627 0
47 0.470513 0
48 0.388422 0
49 0.661395 0
50 0.149764 0
51 0.286811 0
52 0.363714 0
53 0.368509 0
54 0.400102 0
55 0.323824 0
56 0.312688 0
57 0.721955 0
58 0.617624 0
59 0.575914 0
60 0.238339 0
61 0.388115 0
62 0.368372 0
63 0.390149 0
64 0.343597 0
65 0.232875 0
66 0.34402 0
67 0.38885 0
68 0.741857 0
69 0.4169 0
70 0.41036 0
71 0.395544 0
72 0.597176 0
73 0.595907 0
74 0.393901 0
75 0.349646 0
76 0.290729 0
77 0.575449 0
78 0.494501 0
79 0.305431 0
80 0.27863 0
81 0.393641 0
82 0.281352 0
83 0.38665 0
84 0.311924 0
85 0.356876 0
86 0.411826 0
87 0.436235 0
88 0.428425 0
89 0.472493 0
90 0.607741 0
91 0.565416 0
92 0.627549 0
93 0.196306 0
94 0.395427 0
95 0.41151 0
96 0.514763 0
97 0.387211 0
98 0.322073 0
99 0.58401 0
100 0.427011 0
101 0.452165 0
102 0.30981 0
103 0.207643 0
104 0.30028 0
105 0.517469 0
106 0.4352 0
107 0.613957 0
108 0.12682 0
109 0.300402 0
110 0.592651 0
111 0.583215 0
112 0.292025 0
113 0.433033 0
114 0.338919 0
115 0.470252 0
116 0.345105 0
117 0.414031 0
118 0.598191 0
119 0.444375 0
120 0.5919 0
121 0.254624 0
122 0.42498 0
123 0.298304 0
124 0.634842 0
125 0.437847 0
126 0.211115 0
127 0.31678 0
128 0.570187 0
129 0.189786 0
130 0.488339 0
131 0.327666 0
132 0.498476 0
133 0.545673 0
134 0.430413 0
135 0.48442 0
136 0.449236 0
137 0.407717 0
138 0.172635 0
139 0.331565 0
140 0.414338 0
141 0.303257 0
142 0.516779 0
143 0.642334 0
144 0.575304 0
145 0.312398 0
146 0.289002 0
147 0.440457 0
148 0.427011 0
149 0.384629 0
150 0.437575 0
151 0.435723 0
152 0.150715 0
153 0.3845 0
154 0.334922 0
155 0.48103 0
156 0.508722 0
157 0.301087 0
158 0.506763 0
159 0.342125 0
160 0.697071 0
161 0.342179 0
162 0.325778 0
163 0.329063 0
164 0.661003 0
165 0.339483 0
166 0.414855 0
167 0.394419 0
168 0.461674 0
169 0.25745 0
170 0.367648 0
171 0.404403 0
172 0.410157 0
173 0.385528 0
174 0.59931 0
175 0.475644 0
176 0.687992 0
177 0.663744 0
178 0.2917 0
179 0.481754 0
180 0.296231 0
181 0.260438 0
182 0.794997 0
183 0.323288 0
184 0.501882 0
185 0.316493 0
186 0.356594 0
187 0.566941 0
188 0.46139 0
189 0.310496 0
190 0.683317 0
191 0.690011 0
192 0.423402 0
193 0.222609 0
194 0.238967 0
195 0.633601 0
196 0.610522 0
197 0.329652 0
198 0.622189 0
199 0.24756 0
200 0.455242 0
201 0.288595 0
202 0.465133 0
203 0.440263 0
204 0.43829 0
205 0.577717 0
206 0.310339 0
207 0.284993 0
208 0.72 0
209 0.576272 0
210 0.63214 0
211 0.525217 0
212 0.221242 0
213 0.419698 0
214 0.360639 0
215 0.619423 0
216 0.332009 0
217 0.50244 0
218 0.260145 0
219 0.465642 0
220 0.386856 0
221 0.550208 0
222 0.557557 0
223 0.29161 0
224 0.323329 0
225 0.471314 0
226 0.30902 0
227 0.609176 0
228 0.373033 0
229 0.280209 0
230 0.17777 0
231 0.31041 0
232 0.243366 0
233 0.494863 0
234 0.250851 0
235 0.393563 0
236 0.1597 0
237 0.449455 0
238 0.709474 0
239 0.362852 0
240 0.431306 0
241 0.356465 0
242 0.552475 0
243 0.280919 0
244 0.388084 0
245 0.315218 0
246 0.335698 0
247 0.291409 0
248 0.472883 0
249 0.23926 0
250 0.538757 0
251 0.854989 0
252 0.352608 0
253 0.282062 0
254 0.715777 0
255 0.205224 0
256 0.759612 0
257 0.417938 0
258 0.537649 0
259 0.389926 0
260 0.387333 0
261 0.460034 0
262 0.455167 0
263 0.254739 0
264 0.432493 0
265 0.421065 0
266 0.126308 0
267 0.532859 0
268 0.49883 0
269 0.195078 0
270 0.303608 0
271 0.565532 0
272 0.304386 0
273 0.311001 0
274 0.315946 0
275 0.130183 0
276 0.506763 0
277 0.264429 0
278 0.630475 0
279 0.399692 0
280 0.492407 0
281 0.369006 0
282 0.443088 0
283 0.645471 0
284 0.296799 0
285 0.355435 0
286 0.378278 0
287 0.355372 0
288 0.278485 0
289 0.239041 0
290 0.617256 0
291 0.498388 0
292 0.337836 0
293 0.319457 0
294 0.526582 0
295 0.512835 0
296 0.371577 0
297 0.231888 0
298 0.322777 0
299 0.347404 0
300 0.365053 0
301 0.29753 0
302 0.209682 0
303 0.523371 0
304 0.336077 0
305 0.20586 0
306 0.397478 0
307 0.168532 0
308 0.253882 0
309 0.456903 0
310 0.217461 0
311 0.396654 0
312 0.450052 0
313 0.446039 0
314 0.379889 0
315 0.400997 0
316 0.550452 0
317 0.580137 0
318 0.338998 0
319 0.39502 0
320 0.375515 0
321 0.328317 0
322 0.330197 0
323 0.36724 0
324 0.510021 0
325 0.285379 0
326 0.196704 0
327 0.266508 0
328 0.527629 0
329 0.544932 0
330 0.214975 0
331 0.747318 0
332 0.465732 0
333 0.449954 0
334 0.272586 0
335 0.313313 0
336 0.308686 0
337 0.508754 0
338 0.45201 0
339 0.220316 0
340 0.452689 0
341 0.628148 0
342 0.655568 0
343 0.6163 0
344 0.252033 0
345 0.209713 0
346 0.376087 0
347 0.506108 0
348 0.500131 0
349 0.332655 0
350 0.286994 0
351 0.536584 0
352 0.679743 0
353 0.344561 0
354 0.351998 0
355 0.551339 0
356 0.506532 0
357 0.213639 0
358 0.197873 0
359 0.635721 0
360 0.237876 0
361 0.37521 0
362 0.615224 0
363 0.445335 0
364 0.822569 0
365 0.333668 0
366 0.713805 0
367 0.188919 0
368 0.196212 0
369 0.390689 0
370 0.411592 0
371 0.25957 0
372 0.494402 0
373 0.309773 0
374 0.301655 0
375 0.536663 0
376 0.324207 0
377 0.558217 0
378 0.3627 0
379 0.44934 0
380 0.565387 0
381 0.208354 0
382 0.600849 0
383 0.429762 0
384 0.620445 0
385 0.323067 0
386 0.647615 0
387 0.243687 0
388 0.32718 0
389 0.399252 0
390 0.30744 0
391 0.554748 0
392 0.189426 0
393 0.336433 0
394 0.343861 0
395 0.435483 0
396 0.149661 0
397 0.310834 0
398 0.371627 0
399 0.290437 0
