 0 1 2
0 2.6669470863513745 2.507843827553495 0.0
1 3.174845120896954 2.7346944281385226 0.0
2 1.9482740809590071 2.2200447280201954 0.0
3 1.9523366266046502 1.9012876214916374 0.0
4 1.896595254810063 1.8131362971398106 0.0
5 2.564827237672713 1.9894357120848394 0.0
6 1.7991475839565396 1.8276125555624498 0.0
7 2.168073689253109 2.1018654590602774 0.0
8 2.038736856424229 2.0945406299005436 0.0
9 2.5408089873201725 2.3341319873590978 0.0
10 2.8614225933571746 2.8823405854613022 0.0
11 1.5965255381105121 1.9468149299465078 0.0
12 2.9774044981807632 3.3418993099516783 0.0
13 1.8200989028620518 1.7967517528614807 0.0
14 2.812577413824276 3.008202186903428 0.0
15 2.2156490028321127 1.336095226756267 0.0
16 1.8043427110431187 1.9724026752432782 0.0
17 2.985966744887811 2.999653739316226 0.0
18 2.0990016781654113 1.7267346228173737 0.0
19 2.6955153721017124 2.923759090536395 0.0
20 1.5159300485383733 2.047194649198457 0.0
21 3.0826441890685934 3.2373116183895587 0.0
22 3.243133947285634 3.5334670618011343 0.0
23 2.232962093528576 2.0849912459503157 0.0
24 2.939495042532445 3.3795652925889264 0.0
25 3.674056013140895 2.981518833429896 0.0
26 2.267127349829002 1.886653549037153 0.0
27 1.8725869545620866 1.8904814245972035 0.0
28 3.120278781597209 3.6898387785053957 0.0
29 2.906213220834679 2.693450952054245 0.0
30 2.052068744519215 2.244159759120928 0.0
31 2.205396428012449 2.0013231615748404 0.0
32 2.825918336534729 2.9274007247990332 0.0
33 2.9670228400550083 3.1011904530101244 0.0
34 3.0459813735850774 2.903627559906098 0.0
35 2.115782582329652 2.0697739410981133 0.0
36 2.024431241928714 2.1457384199383234 0.0
37 1.993918468900266 1.8154922726985778 0.0
38 1.9537365822476647 1.798087878095911 0.0
39 1.8238249310359416 2.2358151812423737 0.0
40 2.8752458405014543 3.0053378059608873 0.0
41 1.7536223155789623 1.6320412481341033 0.0
42 3.503515038729617 2.923308555993249 0.0
43 1.9330666157765084 1.7179971671324983 0.0
44 2.6445200320898907 3.499489019937501 0.0
45 2.996285574161324 3.205351484256203 0.0
46 2.2142076529756727 1.8372436016749634 0.0
47 1.638366325109153 2.200074487335007 0.0
48 1.990179295443126 1.7079766255647006 0.0
49 2.564410950547692 2.6741893114719213 0.0
50 1.7323118446223644 2.263612931732784 0.0
51 1.975386868893642 1.8341304284094733 0.0
52 2.160828616265732 1.6073441478416368 0.0
53 2.2302147059452047 2.0796819132357554 0.0
54 2.9073239991948867 2.763596051110927 0.0
55 2.173443288172533 1.9601066404634333 0.0
56 1.7027851855539928 1.873295911425328 0.0
57 2.192947637803417 2.205876038490933 0.0
58 3.091886224005567 3.047577889398485 0.0
59 3.2953446503220714 2.842024060498708 0.0
60 1.3617525460414803 2.16340464886009 0.0
61 2.786853538207338 3.005739938901988 0.0
62 1.7182935478108141 1.8173305617837938 0.0
63 2.567438655996902 1.6364085813503089 0.0
64 2.8871742407243683 3.066421993741559 0.0
65 2.2357615218306295 1.3150807082026108 0.0
66 2.196581990527244 1.8833952258160143 0.0
67 3.126809737777404 2.9709425749032126 0.0
68 3.648606146942038 2.8989919265372657 0.0
69 2.9087361958634355 2.5521681129897043 0.0
70 1.5754735451419364 2.0968201188487656 0.0
71 2.039126634491344 2.058045259050069 0.0
72 3.141002133768452 2.6788619255018684 0.0
73 1.8269875380539022 2.3840942635614493 0.0
74 1.7731754089041893 2.0129863489490347 0.0
75 3.331945673989496 2.9746796284456503 0.0
76 2.801928334548464 2.867098522997136 0.0
77 1.960583245959046 2.564180874324552 0.0
78 2.4807355066200962 2.3701286978586062 0.0
79 2.7858626729414477 2.6146031500820532 0.0
80 2.070110426329074 1.7517190972676049 0.0
81 3.3427472515727805 2.87253918946538 0.0
82 2.172454541133697 2.3254615573912494 0.0
83 3.2341856158838143 3.3530819265093608 0.0
84 2.94438074743927 2.7852700230480822 0.0
85 3.124672568727457 3.261993038992013 0.0
86 3.1931737092755954 2.584600427221359 0.0
87 1.6710231473721198 1.8846038487963228 0.0
88 3.2050804493153553 3.339987135419871 0.0
89 1.922111866968157 2.0140413355574363 0.0
90 2.8635720064955543 2.528853538755138 0.0
