pointId Ascore actuallabel
0 0.48065 0
1 0.44987 0
2 0.415449 0
3 0.409172 0
4 0.413105 0
5 0.423201 0
6 0.417874 0
7 0.425157 0
8 0.405834 1
9 0.41102 1
10 0.413546 1
11 0.408837 1
12 0.417073 1
13 0.404677 1
14 0.403563 1
15 0.406406 1
16 0.439761 1
17 0.428831 1
18 0.414701 0
19 0.414072 0
20 0.410687 0
21 0.421132 0
22 0.420992 0
23 0.430464 0
24 0.425873 0
25 0.422283 0
26 0.416135 0
27 0.415145 0
28 0.411777 0
29 0.409416 0
30 0.406036 0
31 0.414494 0
32 0.405393 0
33 0.412206 0
34 0.412148 0
35 0.418906 0
36 0.409047 0
37 0.406859 0
38 0.411424 0
39 0.413202 0
40 0.406137 0
41 0.407556 0
42 0.406553 0
43 0.452173 1
44 0.456778 1
45 0.448452 1
46 0.428642 0
47 0.419073 0
48 0.408072 0
49 0.415594 0
50 0.435652 1
51 0.459942 1
52 0.468258 1
53 0.487411 1
54 0.499497 0
55 0.454894 0
56 0.475708 0
57 0.435958 0
58 0.40152 0
59 0.409111 0
60 0.41062 0
61 0.414045 0
62 0.418244 0
63 0.407513 1
64 0.411781 1
65 0.409737 1
66 0.406862 1
67 0.399207 1
68 0.403541 1
69 0.403986 1
70 0.413058 1
71 0.470228 1
72 0.574767 1
73 0.551667 0
74 0.51382 0
75 0.416457 0
76 0.408044 0
77 0.405758 0
78 0.411947 0
79 0.421392 0
80 0.427987 0
81 0.438823 0
82 0.438412 0
83 0.416806 0
84 0.419465 0
85 0.407518 0
86 0.420825 0
87 0.413409 0
88 0.409531 0
89 0.414961 0
90 0.409097 0
91 0.411242 0
92 0.40961 0
93 0.406955 0
94 0.407468 0
95 0.418631 0
96 0.415678 0
97 0.420583 0
98 0.406367 0
99 0.405859 0
100 0.405201 0
101 0.410922 0
102 0.411549 0
103 0.438204 0
104 0.41384 0
105 0.432286 0
106 0.445142 0
107 0.405212 0
108 0.419776 0
109 0.423798 1
110 0.442656 1
111 0.449094 1
112 0.466254 1
113 0.4684 1
114 0.495816 1
115 0.504429 0
116 0.51417 0
117 0.496075 0
118 0.492869 0
119 0.469223 0
120 0.413053 0
121 0.403559 0
122 0.407094 0
123 0.407248 0
124 0.416615 1
125 0.417576 1
126 0.415829 1
127 0.41337 1
128 0.417728 1
