pointId Ascore actuallabel
0 0.804333 1
1 0.444131 0
2 0.58618 0
3 0.509846 0
4 0.397646 0
5 0.616811 0
6 0.415765 0
7 0.455726 0
8 0.42465 0
9 0.404546 0
10 0.467205 0
11 0.424608 0
12 0.425782 0
13 0.426522 0
14 0.41436 0
15 0.42666 0
16 0.44224 0
17 0.42534 0
18 0.438126 0
19 0.497327 0
20 0.425135 0
21 0.515978 0
22 0.415971 0
23 0.552851 0
24 0.402855 0
25 0.400298 0
26 0.440985 0
27 0.406577 0
28 0.43118 0
29 0.408888 0
30 0.467084 0
31 0.402266 0
32 0.396523 0
33 0.496636 0
34 0.623168 0
35 0.47077 0
36 0.413143 0
37 0.539491 0
38 0.426799 0
39 0.410691 0
40 0.404673 0
41 0.408809 0
42 0.397271 0
43 0.432622 0
44 0.42128 0
45 0.438359 0
46 0.422822 0
47 0.398669 0
48 0.41764 0
49 0.429697 0
50 0.445063 0
51 0.406523 0
52 0.441136 0
53 0.431614 0
54 0.412204 0
55 0.462655 0
56 0.429295 0
57 0.45178 0
58 0.490716 0
59 0.434705 0
60 0.419737 0
61 0.586047 0
62 0.56679 0
63 0.475251 0
64 0.465826 0
65 0.412465 0
66 0.456441 0
67 0.410268 0
68 0.427846 0
69 0.412195 0
70 0.400527 0
71 0.427201 0
72 0.402896 0
73 0.402433 0
74 0.405449 0
75 0.592138 0
76 0.591511 0
77 0.393228 0
78 0.399706 0
79 0.428259 0
80 0.439736 0
81 0.395898 0
82 0.398268 0
83 0.420329 0
84 0.6713 0
85 0.44242 0
86 0.613223 0
87 0.404869 0
88 0.456287 0
89 0.408002 0
90 0.447781 0
91 0.445971 0
92 0.413292 0
93 0.405552 0
94 0.391744 0
95 0.434708 0
96 0.555436 0
97 0.480672 0
98 0.410736 0
99 0.430621 0
100 0.432161 0
101 0.533508 0
102 0.585741 0
103 0.517179 0
104 0.546949 0
105 0.462692 0
106 0.436 0
107 0.469751 0
108 0.400438 0
109 0.454101 0
110 0.478711 0
111 0.4663 0
112 0.625947 0
113 0.421123 0
114 0.426415 0
115 0.393115 0
116 0.4956 0
117 0.443058 0
118 0.463355 0
119 0.51906 0
120 0.419856 0
121 0.462245 0
122 0.437974 0
123 0.400472 0
124 0.56776 0
125 0.414736 0
126 0.697663 0
127 0.416783 0
128 0.546392 0
129 0.401007 0
130 0.476958 0
131 0.406864 0
132 0.42598 0
133 0.394933 0
134 0.408264 0
135 0.480075 0
136 0.417915 0
137 0.462794 0
138 0.521327 0
139 0.44535 0
140 0.433019 0
141 0.413876 0
142 0.398943 0
143 0.399816 0
144 0.440697 0
145 0.40215 0
146 0.404739 0
147 0.40811 0
148 0.413478 0
149 0.442273 0
150 0.618277 0
151 0.464275 0
152 0.473055 0
153 0.417727 0
154 0.404117 0
155 0.435122 0
156 0.463911 0
157 0.678812 0
158 0.402498 0
159 0.448406 0
160 0.41986 0
161 0.409572 0
162 0.419926 0
163 0.459731 0
164 0.427314 0
165 0.423784 0
166 0.439737 0
167 0.467399 0
168 0.636575 0
169 0.698566 0
170 0.445215 0
171 0.422318 0
172 0.405254 0
173 0.401757 0
174 0.428007 0
175 0.436091 0
176 0.414826 0
177 0.42986 0
178 0.395921 0
179 0.422839 0
180 0.441736 0
181 0.534409 0
182 0.416002 0
183 0.639514 0
184 0.408967 0
185 0.407853 0
186 0.410873 0
187 0.518081 0
188 0.57532 0
189 0.519064 0
190 0.414945 0
191 0.481857 0
192 0.399807 0
193 0.402406 0
194 0.441429 0
195 0.553561 0
196 0.417898 0
197 0.45295 0
198 0.54594 0
199 0.553134 0
200 0.447304 0
201 0.437688 0
202 0.417904 0
203 0.569896 0
204 0.427101 0
205 0.540747 0
206 0.496458 0
207 0.663052 0
208 0.456054 0
209 0.540463 0
210 0.469053 0
211 0.423362 0
212 0.53781 0
213 0.422506 0
214 0.407767 0
215 0.474821 0
216 0.413787 0
217 0.430529 0
218 0.41758 0
219 0.504772 0
220 0.489909 0
221 0.487012 0
222 0.420105 0
223 0.458155 0
224 0.462051 0
225 0.447986 0
226 0.41035 0
227 0.445887 0
228 0.442647 0
229 0.42744 0
230 0.431097 0
231 0.42913 0
232 0.400529 0
233 0.495333 0
234 0.415645 0
235 0.404438 0
236 0.505453 0
237 0.417348 0
238 0.589152 0
239 0.405369 0
240 0.425982 0
241 0.434504 0
242 0.456771 0
243 0.534349 0
244 0.443744 0
245 0.409647 0
246 0.418314 0
247 0.505286 0
248 0.558745 0
249 0.437572 0
250 0.502657 0
251 0.433796 0
252 0.40707 0
253 0.422005 0
254 0.425699 0
255 0.484181 0
