pointId Ascore actuallabel
0 0.725033 1
1 0.455308 0
2 0.525426 0
3 0.491569 0
4 0.424697 0
5 0.554682 0
6 0.434899 0
7 0.471964 0
8 0.434776 0
9 0.434048 0
10 0.473437 0
11 0.446901 0
12 0.43656 0
13 0.4399 0
14 0.43131 0
15 0.439649 0
16 0.453532 0
17 0.4454 0
18 0.447484 0
19 0.48682 0
20 0.436321 0
21 0.489156 0
22 0.431826 0
23 0.524696 0
24 0.43131 0
25 0.426118 0
26 0.45594 0
27 0.431468 0
28 0.44608 0
29 0.433087 0
30 0.459303 0
31 0.420307 0
32 0.424776 0
33 0.49928 0
34 0.557209 0
35 0.477071 0
36 0.429498 0
37 0.521335 0
38 0.432906 0
39 0.429754 0
40 0.42757 0
41 0.42897 0
42 0.439932 0
43 0.440559 0
44 0.43409 0
45 0.449922 0
46 0.432899 0
47 0.438267 0
48 0.443809 0
49 0.439912 0
50 0.446774 0
51 0.431403 0
52 0.450517 0
53 0.446315 0
54 0.441443 0
55 0.460997 0
56 0.445144 0
57 0.456639 0
58 0.481395 0
59 0.448509 0
60 0.433195 0
61 0.537472 0
62 0.521183 0
63 0.468217 0
64 0.463446 0
65 0.429031 0
66 0.453591 0
67 0.425794 0
68 0.450618 0
69 0.440099 0
70 0.430757 0
71 0.448598 0
72 0.436242 0
73 0.430828 0
74 0.428728 0
75 0.535401 0
76 0.543585 0
77 0.423872 0
78 0.432385 0
79 0.451422 0
80 0.452085 0
81 0.427834 0
82 0.421825 0
83 0.443403 0
84 0.592509 0
85 0.443937 0
86 0.572318 0
87 0.435966 0
88 0.453851 0
89 0.425567 0
90 0.454846 0
91 0.450711 0
92 0.429326 0
93 0.431239 0
94 0.431993 0
95 0.44807 0
96 0.526302 0
97 0.492055 0
98 0.431561 0
99 0.451596 0
100 0.436501 0
101 0.516265 0
102 0.561732 0
103 0.519538 0
104 0.531704 0
105 0.460794 0
106 0.44358 0
107 0.466215 0
108 0.42232 0
109 0.461846 0
110 0.476577 0
111 0.467967 0
112 0.568443 0
113 0.43522 0
114 0.439694 0
115 0.437598 0
116 0.491427 0
117 0.454699 0
118 0.466923 0
119 0.497013 0
120 0.432996 0
121 0.46122 0
